Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_177_69,VPWR,li1,40.0200,492.3200,1.800000
FILLER_177_57,VPWR,li1,34.5000,492.3200,1.800000
FILLER_177_55,VPWR,li1,31.0500,492.3200,1.800000
FILLER_177_51,VPWR,li1,29.9000,492.3200,1.800000
FILLER_177_39,VPWR,li1,26.2200,492.3200,1.800000
FILLER_177_27,VPWR,li1,20.7000,492.3200,1.800000
FILLER_177_15,VPWR,li1,15.1800,492.3200,1.800000
FILLER_177_3,VPWR,li1,9.6600,492.3200,1.800000
FILLER_176_1509,VPWR,li1,701.0400,492.3200,1.800000
FILLER_176_1497,VPWR,li1,696.9000,492.3200,1.800000
FILLER_176_1485,VPWR,li1,691.3800,492.3200,1.800000
FILLER_176_1483,VPWR,li1,687.9300,492.3200,1.800000
FILLER_176_1477,VPWR,li1,686.3200,492.3200,1.800000
FILLER_176_1465,VPWR,li1,682.1800,492.3200,1.800000
FILLER_176_1453,VPWR,li1,676.6600,492.3200,1.800000
FILLER_176_1441,VPWR,li1,671.1400,492.3200,1.800000
FILLER_176_1429,VPWR,li1,665.6200,492.3200,1.800000
FILLER_176_1427,VPWR,li1,662.1700,492.3200,1.800000
FILLER_176_1421,VPWR,li1,660.5600,492.3200,1.800000
FILLER_176_1409,VPWR,li1,656.4200,492.3200,1.800000
FILLER_176_1397,VPWR,li1,650.9000,492.3200,1.800000
FILLER_176_1385,VPWR,li1,645.3800,492.3200,1.800000
FILLER_176_1373,VPWR,li1,639.8600,492.3200,1.800000
FILLER_176_1371,VPWR,li1,636.4100,492.3200,1.800000
FILLER_176_1365,VPWR,li1,634.8000,492.3200,1.800000
FILLER_176_1353,VPWR,li1,630.6600,492.3200,1.800000
FILLER_176_1341,VPWR,li1,625.1400,492.3200,1.800000
FILLER_176_1329,VPWR,li1,619.6200,492.3200,1.800000
FILLER_176_1317,VPWR,li1,614.1000,492.3200,1.800000
FILLER_176_1315,VPWR,li1,610.6500,492.3200,1.800000
FILLER_176_1309,VPWR,li1,609.0400,492.3200,1.800000
FILLER_176_1297,VPWR,li1,604.9000,492.3200,1.800000
FILLER_176_1285,VPWR,li1,599.3800,492.3200,1.800000
FILLER_176_1273,VPWR,li1,593.8600,492.3200,1.800000
FILLER_176_1261,VPWR,li1,588.3400,492.3200,1.800000
FILLER_176_1259,VPWR,li1,584.8900,492.3200,1.800000
FILLER_176_1253,VPWR,li1,583.2800,492.3200,1.800000
FILLER_176_1241,VPWR,li1,579.1400,492.3200,1.800000
FILLER_176_1229,VPWR,li1,573.6200,492.3200,1.800000
FILLER_176_1217,VPWR,li1,568.1000,492.3200,1.800000
FILLER_176_1205,VPWR,li1,562.5800,492.3200,1.800000
FILLER_176_1203,VPWR,li1,559.1300,492.3200,1.800000
FILLER_176_1197,VPWR,li1,557.5200,492.3200,1.800000
FILLER_176_1185,VPWR,li1,553.3800,492.3200,1.800000
FILLER_176_1173,VPWR,li1,547.8600,492.3200,1.800000
FILLER_176_1161,VPWR,li1,542.3400,492.3200,1.800000
FILLER_176_1149,VPWR,li1,536.8200,492.3200,1.800000
FILLER_176_1147,VPWR,li1,533.3700,492.3200,1.800000
FILLER_176_1141,VPWR,li1,531.7600,492.3200,1.800000
FILLER_176_1129,VPWR,li1,527.6200,492.3200,1.800000
FILLER_176_1117,VPWR,li1,522.1000,492.3200,1.800000
FILLER_176_1105,VPWR,li1,516.5800,492.3200,1.800000
FILLER_176_1093,VPWR,li1,511.0600,492.3200,1.800000
FILLER_176_1091,VPWR,li1,507.6100,492.3200,1.800000
FILLER_176_1085,VPWR,li1,506.0000,492.3200,1.800000
FILLER_176_1073,VPWR,li1,501.8600,492.3200,1.800000
FILLER_176_1061,VPWR,li1,496.3400,492.3200,1.800000
FILLER_176_1049,VPWR,li1,490.8200,492.3200,1.800000
FILLER_176_1037,VPWR,li1,485.3000,492.3200,1.800000
FILLER_176_1035,VPWR,li1,481.8500,492.3200,1.800000
FILLER_176_1029,VPWR,li1,480.2400,492.3200,1.800000
FILLER_176_1017,VPWR,li1,476.1000,492.3200,1.800000
FILLER_176_1005,VPWR,li1,470.5800,492.3200,1.800000
FILLER_176_993,VPWR,li1,465.0600,492.3200,1.800000
FILLER_176_981,VPWR,li1,459.5400,492.3200,1.800000
FILLER_176_979,VPWR,li1,456.0900,492.3200,1.800000
FILLER_176_973,VPWR,li1,454.4800,492.3200,1.800000
FILLER_176_961,VPWR,li1,450.3400,492.3200,1.800000
FILLER_176_949,VPWR,li1,444.8200,492.3200,1.800000
FILLER_176_937,VPWR,li1,439.3000,492.3200,1.800000
FILLER_176_925,VPWR,li1,433.7800,492.3200,1.800000
FILLER_176_923,VPWR,li1,430.3300,492.3200,1.800000
FILLER_176_917,VPWR,li1,428.7200,492.3200,1.800000
FILLER_176_905,VPWR,li1,424.5800,492.3200,1.800000
FILLER_176_893,VPWR,li1,419.0600,492.3200,1.800000
FILLER_176_881,VPWR,li1,413.5400,492.3200,1.800000
FILLER_176_869,VPWR,li1,408.0200,492.3200,1.800000
FILLER_176_867,VPWR,li1,404.5700,492.3200,1.800000
FILLER_176_861,VPWR,li1,402.9600,492.3200,1.800000
FILLER_176_849,VPWR,li1,398.8200,492.3200,1.800000
FILLER_176_837,VPWR,li1,393.3000,492.3200,1.800000
FILLER_176_825,VPWR,li1,387.7800,492.3200,1.800000
FILLER_176_813,VPWR,li1,382.2600,492.3200,1.800000
FILLER_176_811,VPWR,li1,378.8100,492.3200,1.800000
FILLER_176_805,VPWR,li1,377.2000,492.3200,1.800000
FILLER_176_793,VPWR,li1,373.0600,492.3200,1.800000
FILLER_176_781,VPWR,li1,367.5400,492.3200,1.800000
FILLER_176_769,VPWR,li1,362.0200,492.3200,1.800000
FILLER_176_757,VPWR,li1,356.5000,492.3200,1.800000
FILLER_176_755,VPWR,li1,353.0500,492.3200,1.800000
FILLER_176_749,VPWR,li1,351.4400,492.3200,1.800000
FILLER_176_737,VPWR,li1,347.3000,492.3200,1.800000
FILLER_176_725,VPWR,li1,341.7800,492.3200,1.800000
FILLER_176_713,VPWR,li1,336.2600,492.3200,1.800000
FILLER_176_701,VPWR,li1,330.7400,492.3200,1.800000
FILLER_176_699,VPWR,li1,327.2900,492.3200,1.800000
FILLER_176_693,VPWR,li1,325.6800,492.3200,1.800000
FILLER_176_681,VPWR,li1,321.5400,492.3200,1.800000
FILLER_176_669,VPWR,li1,316.0200,492.3200,1.800000
FILLER_176_657,VPWR,li1,310.5000,492.3200,1.800000
FILLER_176_645,VPWR,li1,304.9800,492.3200,1.800000
FILLER_176_643,VPWR,li1,301.5300,492.3200,1.800000
FILLER_176_637,VPWR,li1,299.9200,492.3200,1.800000
FILLER_176_625,VPWR,li1,295.7800,492.3200,1.800000
FILLER_176_613,VPWR,li1,290.2600,492.3200,1.800000
FILLER_176_601,VPWR,li1,284.7400,492.3200,1.800000
FILLER_176_589,VPWR,li1,279.2200,492.3200,1.800000
FILLER_176_587,VPWR,li1,275.7700,492.3200,1.800000
FILLER_176_581,VPWR,li1,274.1600,492.3200,1.800000
FILLER_176_569,VPWR,li1,270.0200,492.3200,1.800000
FILLER_176_557,VPWR,li1,264.5000,492.3200,1.800000
FILLER_176_545,VPWR,li1,258.9800,492.3200,1.800000
FILLER_176_533,VPWR,li1,253.4600,492.3200,1.800000
FILLER_176_531,VPWR,li1,250.0100,492.3200,1.800000
FILLER_176_525,VPWR,li1,248.4000,492.3200,1.800000
FILLER_176_513,VPWR,li1,244.2600,492.3200,1.800000
FILLER_176_501,VPWR,li1,238.7400,492.3200,1.800000
FILLER_176_489,VPWR,li1,233.2200,492.3200,1.800000
FILLER_176_477,VPWR,li1,227.7000,492.3200,1.800000
FILLER_176_475,VPWR,li1,224.2500,492.3200,1.800000
FILLER_176_469,VPWR,li1,222.6400,492.3200,1.800000
FILLER_176_457,VPWR,li1,218.5000,492.3200,1.800000
FILLER_176_445,VPWR,li1,212.9800,492.3200,1.800000
FILLER_176_433,VPWR,li1,207.4600,492.3200,1.800000
FILLER_176_421,VPWR,li1,201.9400,492.3200,1.800000
FILLER_176_419,VPWR,li1,198.4900,492.3200,1.800000
FILLER_176_413,VPWR,li1,196.8800,492.3200,1.800000
FILLER_176_401,VPWR,li1,192.7400,492.3200,1.800000
FILLER_176_389,VPWR,li1,187.2200,492.3200,1.800000
FILLER_176_377,VPWR,li1,181.7000,492.3200,1.800000
FILLER_176_365,VPWR,li1,176.1800,492.3200,1.800000
FILLER_176_363,VPWR,li1,172.7300,492.3200,1.800000
FILLER_176_357,VPWR,li1,171.1200,492.3200,1.800000
FILLER_176_345,VPWR,li1,166.9800,492.3200,1.800000
FILLER_176_333,VPWR,li1,161.4600,492.3200,1.800000
FILLER_176_321,VPWR,li1,155.9400,492.3200,1.800000
FILLER_176_309,VPWR,li1,150.4200,492.3200,1.800000
FILLER_176_307,VPWR,li1,146.9700,492.3200,1.800000
FILLER_176_301,VPWR,li1,145.3600,492.3200,1.800000
FILLER_176_289,VPWR,li1,141.2200,492.3200,1.800000
FILLER_176_277,VPWR,li1,135.7000,492.3200,1.800000
FILLER_176_265,VPWR,li1,130.1800,492.3200,1.800000
FILLER_176_253,VPWR,li1,124.6600,492.3200,1.800000
FILLER_176_251,VPWR,li1,121.2100,492.3200,1.800000
FILLER_176_245,VPWR,li1,119.6000,492.3200,1.800000
FILLER_176_233,VPWR,li1,115.4600,492.3200,1.800000
FILLER_176_221,VPWR,li1,109.9400,492.3200,1.800000
FILLER_176_209,VPWR,li1,104.4200,492.3200,1.800000
FILLER_176_197,VPWR,li1,98.9000,492.3200,1.800000
FILLER_176_195,VPWR,li1,95.4500,492.3200,1.800000
FILLER_176_189,VPWR,li1,93.8400,492.3200,1.800000
FILLER_176_177,VPWR,li1,89.7000,492.3200,1.800000
FILLER_176_165,VPWR,li1,84.1800,492.3200,1.800000
FILLER_176_153,VPWR,li1,78.6600,492.3200,1.800000
FILLER_176_141,VPWR,li1,73.1400,492.3200,1.800000
FILLER_176_139,VPWR,li1,69.6900,492.3200,1.800000
FILLER_176_133,VPWR,li1,68.0800,492.3200,1.800000
FILLER_176_121,VPWR,li1,63.9400,492.3200,1.800000
FILLER_176_109,VPWR,li1,58.4200,492.3200,1.800000
FILLER_176_97,VPWR,li1,52.9000,492.3200,1.800000
FILLER_176_85,VPWR,li1,47.3800,492.3200,1.800000
FILLER_176_83,VPWR,li1,43.9300,492.3200,1.800000
FILLER_176_77,VPWR,li1,42.3200,492.3200,1.800000
FILLER_176_65,VPWR,li1,38.1800,492.3200,1.800000
FILLER_176_53,VPWR,li1,32.6600,492.3200,1.800000
FILLER_176_41,VPWR,li1,27.1400,492.3200,1.800000
FILLER_176_29,VPWR,li1,21.6200,492.3200,1.800000
FILLER_176_27,VPWR,li1,18.1700,492.3200,1.800000
FILLER_176_15,VPWR,li1,15.1800,492.3200,1.800000
FILLER_176_3,VPWR,li1,9.6600,492.3200,1.800000
FILLER_175_1513,VPWR,li1,701.9600,486.8800,1.800000
FILLER_175_1511,VPWR,li1,700.8100,486.8800,1.800000
FILLER_175_1505,VPWR,li1,699.2000,486.8800,1.800000
FILLER_175_1493,VPWR,li1,695.0600,486.8800,1.800000
FILLER_175_1481,VPWR,li1,689.5400,486.8800,1.800000
FILLER_175_1469,VPWR,li1,684.0200,486.8800,1.800000
FILLER_175_1457,VPWR,li1,678.5000,486.8800,1.800000
FILLER_175_1455,VPWR,li1,675.0500,486.8800,1.800000
FILLER_175_1449,VPWR,li1,673.4400,486.8800,1.800000
FILLER_175_1437,VPWR,li1,669.3000,486.8800,1.800000
FILLER_175_1425,VPWR,li1,663.7800,486.8800,1.800000
FILLER_175_1413,VPWR,li1,658.2600,486.8800,1.800000
FILLER_175_1401,VPWR,li1,652.7400,486.8800,1.800000
FILLER_175_1399,VPWR,li1,649.2900,486.8800,1.800000
FILLER_175_1393,VPWR,li1,647.6800,486.8800,1.800000
FILLER_175_1381,VPWR,li1,643.5400,486.8800,1.800000
FILLER_175_1369,VPWR,li1,638.0200,486.8800,1.800000
FILLER_175_1357,VPWR,li1,632.5000,486.8800,1.800000
FILLER_175_1345,VPWR,li1,626.9800,486.8800,1.800000
FILLER_175_1343,VPWR,li1,623.5300,486.8800,1.800000
FILLER_175_1337,VPWR,li1,621.9200,486.8800,1.800000
FILLER_175_1325,VPWR,li1,617.7800,486.8800,1.800000
FILLER_175_1313,VPWR,li1,612.2600,486.8800,1.800000
FILLER_175_1301,VPWR,li1,606.7400,486.8800,1.800000
FILLER_175_1289,VPWR,li1,601.2200,486.8800,1.800000
FILLER_175_1287,VPWR,li1,597.7700,486.8800,1.800000
FILLER_175_1281,VPWR,li1,596.1600,486.8800,1.800000
FILLER_175_1269,VPWR,li1,592.0200,486.8800,1.800000
FILLER_175_1257,VPWR,li1,586.5000,486.8800,1.800000
FILLER_175_1245,VPWR,li1,580.9800,486.8800,1.800000
FILLER_175_1233,VPWR,li1,575.4600,486.8800,1.800000
FILLER_175_1231,VPWR,li1,572.0100,486.8800,1.800000
FILLER_175_1225,VPWR,li1,570.4000,486.8800,1.800000
FILLER_175_1213,VPWR,li1,566.2600,486.8800,1.800000
FILLER_175_1201,VPWR,li1,560.7400,486.8800,1.800000
FILLER_175_1189,VPWR,li1,555.2200,486.8800,1.800000
FILLER_175_1177,VPWR,li1,549.7000,486.8800,1.800000
FILLER_175_1175,VPWR,li1,546.2500,486.8800,1.800000
FILLER_175_1169,VPWR,li1,544.6400,486.8800,1.800000
FILLER_175_1157,VPWR,li1,540.5000,486.8800,1.800000
FILLER_175_1145,VPWR,li1,534.9800,486.8800,1.800000
FILLER_175_1133,VPWR,li1,529.4600,486.8800,1.800000
FILLER_175_1121,VPWR,li1,523.9400,486.8800,1.800000
FILLER_175_1119,VPWR,li1,520.4900,486.8800,1.800000
FILLER_175_1113,VPWR,li1,518.8800,486.8800,1.800000
FILLER_175_1101,VPWR,li1,514.7400,486.8800,1.800000
FILLER_175_1089,VPWR,li1,509.2200,486.8800,1.800000
FILLER_175_1077,VPWR,li1,503.7000,486.8800,1.800000
FILLER_175_1065,VPWR,li1,498.1800,486.8800,1.800000
FILLER_175_1063,VPWR,li1,494.7300,486.8800,1.800000
FILLER_175_1057,VPWR,li1,493.1200,486.8800,1.800000
FILLER_175_1045,VPWR,li1,488.9800,486.8800,1.800000
FILLER_175_1033,VPWR,li1,483.4600,486.8800,1.800000
FILLER_175_1021,VPWR,li1,477.9400,486.8800,1.800000
FILLER_175_1009,VPWR,li1,472.4200,486.8800,1.800000
FILLER_175_1007,VPWR,li1,468.9700,486.8800,1.800000
FILLER_175_1001,VPWR,li1,467.3600,486.8800,1.800000
FILLER_175_989,VPWR,li1,463.2200,486.8800,1.800000
FILLER_175_977,VPWR,li1,457.7000,486.8800,1.800000
FILLER_175_965,VPWR,li1,452.1800,486.8800,1.800000
FILLER_175_953,VPWR,li1,446.6600,486.8800,1.800000
FILLER_175_951,VPWR,li1,443.2100,486.8800,1.800000
FILLER_175_945,VPWR,li1,441.6000,486.8800,1.800000
FILLER_175_933,VPWR,li1,437.4600,486.8800,1.800000
FILLER_175_921,VPWR,li1,431.9400,486.8800,1.800000
FILLER_175_909,VPWR,li1,426.4200,486.8800,1.800000
FILLER_175_897,VPWR,li1,420.9000,486.8800,1.800000
FILLER_175_895,VPWR,li1,417.4500,486.8800,1.800000
FILLER_175_889,VPWR,li1,415.8400,486.8800,1.800000
FILLER_175_877,VPWR,li1,411.7000,486.8800,1.800000
FILLER_175_865,VPWR,li1,406.1800,486.8800,1.800000
FILLER_175_853,VPWR,li1,400.6600,486.8800,1.800000
FILLER_175_841,VPWR,li1,395.1400,486.8800,1.800000
FILLER_175_839,VPWR,li1,391.6900,486.8800,1.800000
FILLER_175_833,VPWR,li1,390.0800,486.8800,1.800000
FILLER_175_821,VPWR,li1,385.9400,486.8800,1.800000
FILLER_175_809,VPWR,li1,380.4200,486.8800,1.800000
FILLER_175_797,VPWR,li1,374.9000,486.8800,1.800000
FILLER_175_785,VPWR,li1,369.3800,486.8800,1.800000
FILLER_175_783,VPWR,li1,365.9300,486.8800,1.800000
FILLER_175_777,VPWR,li1,364.3200,486.8800,1.800000
FILLER_175_765,VPWR,li1,360.1800,486.8800,1.800000
FILLER_175_753,VPWR,li1,354.6600,486.8800,1.800000
FILLER_175_741,VPWR,li1,349.1400,486.8800,1.800000
FILLER_175_729,VPWR,li1,343.6200,486.8800,1.800000
FILLER_175_727,VPWR,li1,340.1700,486.8800,1.800000
FILLER_175_721,VPWR,li1,338.5600,486.8800,1.800000
FILLER_175_709,VPWR,li1,334.4200,486.8800,1.800000
FILLER_175_697,VPWR,li1,328.9000,486.8800,1.800000
FILLER_175_685,VPWR,li1,323.3800,486.8800,1.800000
FILLER_175_673,VPWR,li1,317.8600,486.8800,1.800000
FILLER_175_671,VPWR,li1,314.4100,486.8800,1.800000
FILLER_175_665,VPWR,li1,312.8000,486.8800,1.800000
FILLER_175_653,VPWR,li1,308.6600,486.8800,1.800000
FILLER_175_641,VPWR,li1,303.1400,486.8800,1.800000
FILLER_175_629,VPWR,li1,297.6200,486.8800,1.800000
FILLER_175_617,VPWR,li1,292.1000,486.8800,1.800000
FILLER_175_615,VPWR,li1,288.6500,486.8800,1.800000
FILLER_175_609,VPWR,li1,287.0400,486.8800,1.800000
FILLER_175_597,VPWR,li1,282.9000,486.8800,1.800000
FILLER_175_585,VPWR,li1,277.3800,486.8800,1.800000
FILLER_175_573,VPWR,li1,271.8600,486.8800,1.800000
FILLER_175_561,VPWR,li1,266.3400,486.8800,1.800000
FILLER_175_559,VPWR,li1,262.8900,486.8800,1.800000
FILLER_175_553,VPWR,li1,261.2800,486.8800,1.800000
FILLER_175_541,VPWR,li1,257.1400,486.8800,1.800000
FILLER_175_529,VPWR,li1,251.6200,486.8800,1.800000
FILLER_175_517,VPWR,li1,246.1000,486.8800,1.800000
FILLER_175_505,VPWR,li1,240.5800,486.8800,1.800000
FILLER_175_503,VPWR,li1,237.1300,486.8800,1.800000
FILLER_175_497,VPWR,li1,235.5200,486.8800,1.800000
FILLER_175_485,VPWR,li1,231.3800,486.8800,1.800000
FILLER_175_473,VPWR,li1,225.8600,486.8800,1.800000
FILLER_175_461,VPWR,li1,220.3400,486.8800,1.800000
FILLER_175_449,VPWR,li1,214.8200,486.8800,1.800000
FILLER_175_447,VPWR,li1,211.3700,486.8800,1.800000
FILLER_175_441,VPWR,li1,209.7600,486.8800,1.800000
FILLER_175_429,VPWR,li1,205.6200,486.8800,1.800000
FILLER_175_417,VPWR,li1,200.1000,486.8800,1.800000
FILLER_175_405,VPWR,li1,194.5800,486.8800,1.800000
FILLER_175_393,VPWR,li1,189.0600,486.8800,1.800000
FILLER_175_391,VPWR,li1,185.6100,486.8800,1.800000
FILLER_175_385,VPWR,li1,184.0000,486.8800,1.800000
FILLER_175_373,VPWR,li1,179.8600,486.8800,1.800000
FILLER_175_361,VPWR,li1,174.3400,486.8800,1.800000
FILLER_175_349,VPWR,li1,168.8200,486.8800,1.800000
FILLER_175_337,VPWR,li1,163.3000,486.8800,1.800000
FILLER_175_335,VPWR,li1,159.8500,486.8800,1.800000
FILLER_175_329,VPWR,li1,158.2400,486.8800,1.800000
FILLER_175_317,VPWR,li1,154.1000,486.8800,1.800000
FILLER_175_305,VPWR,li1,148.5800,486.8800,1.800000
FILLER_175_293,VPWR,li1,143.0600,486.8800,1.800000
FILLER_175_281,VPWR,li1,137.5400,486.8800,1.800000
FILLER_175_279,VPWR,li1,134.0900,486.8800,1.800000
FILLER_175_273,VPWR,li1,132.4800,486.8800,1.800000
FILLER_175_261,VPWR,li1,128.3400,486.8800,1.800000
FILLER_175_249,VPWR,li1,122.8200,486.8800,1.800000
FILLER_175_237,VPWR,li1,117.3000,486.8800,1.800000
FILLER_175_225,VPWR,li1,111.7800,486.8800,1.800000
FILLER_175_223,VPWR,li1,108.3300,486.8800,1.800000
FILLER_175_217,VPWR,li1,106.7200,486.8800,1.800000
FILLER_175_205,VPWR,li1,102.5800,486.8800,1.800000
FILLER_175_193,VPWR,li1,97.0600,486.8800,1.800000
FILLER_175_181,VPWR,li1,91.5400,486.8800,1.800000
FILLER_175_169,VPWR,li1,86.0200,486.8800,1.800000
FILLER_175_167,VPWR,li1,82.5700,486.8800,1.800000
FILLER_175_161,VPWR,li1,80.9600,486.8800,1.800000
FILLER_175_149,VPWR,li1,76.8200,486.8800,1.800000
FILLER_175_137,VPWR,li1,71.3000,486.8800,1.800000
FILLER_175_125,VPWR,li1,65.7800,486.8800,1.800000
FILLER_175_113,VPWR,li1,60.2600,486.8800,1.800000
FILLER_175_111,VPWR,li1,56.8100,486.8800,1.800000
FILLER_175_105,VPWR,li1,55.2000,486.8800,1.800000
FILLER_175_93,VPWR,li1,51.0600,486.8800,1.800000
FILLER_175_81,VPWR,li1,45.5400,486.8800,1.800000
FILLER_175_69,VPWR,li1,40.0200,486.8800,1.800000
FILLER_175_57,VPWR,li1,34.5000,486.8800,1.800000
FILLER_175_55,VPWR,li1,31.0500,486.8800,1.800000
FILLER_175_51,VPWR,li1,29.9000,486.8800,1.800000
FILLER_175_39,VPWR,li1,26.2200,486.8800,1.800000
FILLER_175_27,VPWR,li1,20.7000,486.8800,1.800000
FILLER_175_15,VPWR,li1,15.1800,486.8800,1.800000
FILLER_175_3,VPWR,li1,9.6600,486.8800,1.800000
FILLER_174_1509,VPWR,li1,701.0400,486.8800,1.800000
FILLER_174_1497,VPWR,li1,696.9000,486.8800,1.800000
FILLER_174_1485,VPWR,li1,691.3800,486.8800,1.800000
FILLER_174_1483,VPWR,li1,687.9300,486.8800,1.800000
FILLER_174_1477,VPWR,li1,686.3200,486.8800,1.800000
FILLER_174_1465,VPWR,li1,682.1800,486.8800,1.800000
FILLER_174_1453,VPWR,li1,676.6600,486.8800,1.800000
FILLER_174_1441,VPWR,li1,671.1400,486.8800,1.800000
FILLER_174_1429,VPWR,li1,665.6200,486.8800,1.800000
FILLER_174_1427,VPWR,li1,662.1700,486.8800,1.800000
FILLER_174_1421,VPWR,li1,660.5600,486.8800,1.800000
FILLER_174_1409,VPWR,li1,656.4200,486.8800,1.800000
FILLER_174_1397,VPWR,li1,650.9000,486.8800,1.800000
FILLER_174_1385,VPWR,li1,645.3800,486.8800,1.800000
FILLER_174_1373,VPWR,li1,639.8600,486.8800,1.800000
FILLER_174_1371,VPWR,li1,636.4100,486.8800,1.800000
FILLER_174_1365,VPWR,li1,634.8000,486.8800,1.800000
FILLER_174_1353,VPWR,li1,630.6600,486.8800,1.800000
FILLER_174_1341,VPWR,li1,625.1400,486.8800,1.800000
FILLER_174_1329,VPWR,li1,619.6200,486.8800,1.800000
FILLER_174_1317,VPWR,li1,614.1000,486.8800,1.800000
FILLER_174_1315,VPWR,li1,610.6500,486.8800,1.800000
FILLER_174_1309,VPWR,li1,609.0400,486.8800,1.800000
FILLER_174_1297,VPWR,li1,604.9000,486.8800,1.800000
FILLER_174_1285,VPWR,li1,599.3800,486.8800,1.800000
FILLER_174_1273,VPWR,li1,593.8600,486.8800,1.800000
FILLER_174_1261,VPWR,li1,588.3400,486.8800,1.800000
FILLER_174_1259,VPWR,li1,584.8900,486.8800,1.800000
FILLER_174_1253,VPWR,li1,583.2800,486.8800,1.800000
FILLER_174_1241,VPWR,li1,579.1400,486.8800,1.800000
FILLER_174_1229,VPWR,li1,573.6200,486.8800,1.800000
FILLER_174_1217,VPWR,li1,568.1000,486.8800,1.800000
FILLER_174_1205,VPWR,li1,562.5800,486.8800,1.800000
FILLER_174_1203,VPWR,li1,559.1300,486.8800,1.800000
FILLER_174_1197,VPWR,li1,557.5200,486.8800,1.800000
FILLER_174_1185,VPWR,li1,553.3800,486.8800,1.800000
FILLER_174_1173,VPWR,li1,547.8600,486.8800,1.800000
FILLER_174_1161,VPWR,li1,542.3400,486.8800,1.800000
FILLER_174_1149,VPWR,li1,536.8200,486.8800,1.800000
FILLER_174_1147,VPWR,li1,533.3700,486.8800,1.800000
FILLER_174_1141,VPWR,li1,531.7600,486.8800,1.800000
FILLER_174_1129,VPWR,li1,527.6200,486.8800,1.800000
FILLER_174_1117,VPWR,li1,522.1000,486.8800,1.800000
FILLER_174_1105,VPWR,li1,516.5800,486.8800,1.800000
FILLER_174_1093,VPWR,li1,511.0600,486.8800,1.800000
FILLER_174_1091,VPWR,li1,507.6100,486.8800,1.800000
FILLER_174_1085,VPWR,li1,506.0000,486.8800,1.800000
FILLER_174_1073,VPWR,li1,501.8600,486.8800,1.800000
FILLER_174_1061,VPWR,li1,496.3400,486.8800,1.800000
FILLER_174_1049,VPWR,li1,490.8200,486.8800,1.800000
FILLER_174_1037,VPWR,li1,485.3000,486.8800,1.800000
FILLER_174_1035,VPWR,li1,481.8500,486.8800,1.800000
FILLER_174_1029,VPWR,li1,480.2400,486.8800,1.800000
FILLER_174_1017,VPWR,li1,476.1000,486.8800,1.800000
FILLER_174_1005,VPWR,li1,470.5800,486.8800,1.800000
FILLER_174_993,VPWR,li1,465.0600,486.8800,1.800000
FILLER_174_981,VPWR,li1,459.5400,486.8800,1.800000
FILLER_174_979,VPWR,li1,456.0900,486.8800,1.800000
FILLER_174_973,VPWR,li1,454.4800,486.8800,1.800000
FILLER_174_961,VPWR,li1,450.3400,486.8800,1.800000
FILLER_174_949,VPWR,li1,444.8200,486.8800,1.800000
FILLER_174_937,VPWR,li1,439.3000,486.8800,1.800000
FILLER_174_925,VPWR,li1,433.7800,486.8800,1.800000
FILLER_174_923,VPWR,li1,430.3300,486.8800,1.800000
FILLER_174_917,VPWR,li1,428.7200,486.8800,1.800000
FILLER_174_905,VPWR,li1,424.5800,486.8800,1.800000
FILLER_174_893,VPWR,li1,419.0600,486.8800,1.800000
FILLER_174_881,VPWR,li1,413.5400,486.8800,1.800000
FILLER_174_869,VPWR,li1,408.0200,486.8800,1.800000
FILLER_174_867,VPWR,li1,404.5700,486.8800,1.800000
FILLER_174_861,VPWR,li1,402.9600,486.8800,1.800000
FILLER_174_849,VPWR,li1,398.8200,486.8800,1.800000
FILLER_174_837,VPWR,li1,393.3000,486.8800,1.800000
FILLER_174_825,VPWR,li1,387.7800,486.8800,1.800000
FILLER_174_813,VPWR,li1,382.2600,486.8800,1.800000
FILLER_174_811,VPWR,li1,378.8100,486.8800,1.800000
FILLER_174_805,VPWR,li1,377.2000,486.8800,1.800000
FILLER_174_793,VPWR,li1,373.0600,486.8800,1.800000
FILLER_174_781,VPWR,li1,367.5400,486.8800,1.800000
FILLER_174_769,VPWR,li1,362.0200,486.8800,1.800000
FILLER_174_757,VPWR,li1,356.5000,486.8800,1.800000
FILLER_174_755,VPWR,li1,353.0500,486.8800,1.800000
FILLER_174_749,VPWR,li1,351.4400,486.8800,1.800000
FILLER_174_737,VPWR,li1,347.3000,486.8800,1.800000
FILLER_174_725,VPWR,li1,341.7800,486.8800,1.800000
FILLER_174_713,VPWR,li1,336.2600,486.8800,1.800000
FILLER_174_701,VPWR,li1,330.7400,486.8800,1.800000
FILLER_174_699,VPWR,li1,327.2900,486.8800,1.800000
FILLER_174_693,VPWR,li1,325.6800,486.8800,1.800000
FILLER_174_681,VPWR,li1,321.5400,486.8800,1.800000
FILLER_174_669,VPWR,li1,316.0200,486.8800,1.800000
FILLER_174_657,VPWR,li1,310.5000,486.8800,1.800000
FILLER_174_645,VPWR,li1,304.9800,486.8800,1.800000
FILLER_174_643,VPWR,li1,301.5300,486.8800,1.800000
FILLER_174_637,VPWR,li1,299.9200,486.8800,1.800000
FILLER_174_625,VPWR,li1,295.7800,486.8800,1.800000
FILLER_174_613,VPWR,li1,290.2600,486.8800,1.800000
FILLER_174_601,VPWR,li1,284.7400,486.8800,1.800000
